,issn,journal_name,pub_name,is_hybrid,category,url
3325,2039-4756,Eye Reports,PAGEPress Publications,0.0,Medicine,http://www.eyereports.org
3327,1935-5149,Food and Bioprocess Technology,Springer,1.0,Other,No Url
3328,2093-5765,International Journal of Engineering and Industries,Convergence Information Society,0.0,Other,No Url
3329,2387-5372,CHIRONOMUS Journal of Chironomidae Research,NTNU University Museum Norwegian University of Science and Technology,0.0,Science,http://www.ntnu.no/ojs/index.php/chironomus
3330,1994-7941,Trends in Bioinformatics,Asian Network for Scientific Information (ansinet),0.0,Other,No Url
3332,1988-4168,Gladius,Consejo Superior de Investigaciones CientÔŅĹficas,0.0,History (General) and history of Europe,http://gladius.revistas.csic.es
3333,0976-4887,International Journal of Genomics and Proteomics,BioInfo Publications,0.0,Other,No Url
3334,1867-1608,Palaeobiodiversity and Palaeoenvironments,Springer,1.0,Other,No Url
3335,1872-4353,Journal of Bioethical Inquiry,Springer,1.0,Other,No Url
3336,2042-6410,Biology of Sex Differences,BioMed Central Ltd,0.0,Other,No Url
3338,0719-0409,Pensamiento Educativo: Revista De InvestigaciÔŅĹn Educacional Latinoamericana,Pontificia Universidad CatÔŅĹlica de Chile,0.0,Education,http://pensamientoeducativo.uc.cl
3339,1872-0226,Contemporary Islam,Springer,1.0,Other,No Url
3340,1723-8633,Journal of Limnology,PAGEPress Publications,0.0,Geography. Anthropology. Recreation,http://www.jlimnol.it/index.php/jlimnol
3341,1687-5699,Advances in Multimedia,Hindawi,0.0,Other,No Url
3342,2090-4681,ISRN Mathematical Physics,Hindawi Publishing Corporation,0.0,Science,http://www.isrn.com/journals/mp/
3344,1947-296X,American Journal of Neuroprotection and  Neuroregeneration,American Scientific Publishers,0.0,Other,No Url
3345,0032-3772,Polskie Archiwum Medycyny Wewnetrznej-Polish Archives of Internal Medicine,Other,0.0,Other,No Url
3346,2339-0948,Journal of Food and Pharmaceutical Sciences,Gadjah Mada University Indonesia,0.0,Technology,http://jurnal.ugm.ac.id/index.php/jfps
3347,1874-4478,The Open Transportation Journal,Bentham Open,0.0,Other,No Url
3348,2222-7431,Ciencia AmazÔŅĹnica (Iquitos),Universidad CientÔŅĹfica del PerÔŅĹ,0.0,General Works,http://ojs.ucp.edu.pe/index.php/cienciaamazonica/index
3349,2378-654X,Recent Advances in Biology and Medicine,HATASO,0.0,Medicine | Science,https://submissions.scholasticahq.com/sites/recent-advances-in-biology-and-medicine
3350,2190-6823,Biomass Conversion and Biorefinery,Springer,1.0,Other,No Url
3352,2314-8063,Chinese Journal of Engineering,Hindawi Publishing Corporation,0.0,Technology,https://www.hindawi.com/journals/cje/
3353,2238-4391,Revista Retratos Da Escola,ConfederaÔŅĹÔŅĹo Nacional dos Trabalhadores em EducaÔŅĹÔŅĹo,0.0,Education,http://www.esforce.org.br
3354,2236-4242,Linha D'ÔŅĹgua,Universidade de SÔŅĹo Paulo,0.0,Language and Literature,http://www.revistas.usp.br/linhadagua
3355,2145-0706,Calle 14: Revista De InvestigaciÔŅĹn en El Campo Del Arte,Universidad Distrital Francisco JosÔŅĹ de Caldas,0.0,Fine Arts,http://revistas.udistrital.edu.co/ojs/index.php/c14
3356,0719-3769,Estudios Internacionales,Universidad de Chile. Instituto de Estudios Internacionales,0.0,Political science,http://www.revistaei.uchile.cl
3358,2179-0892,GEOUSP: EspaÔŅĹo E Tempo,Universidade de SÔŅĹo Paulo,0.0,Geography. Anthropology. Recreation,http://www.revistas.usp.br/geousp/
3359,2249-7048,Journal of Geospatial and Remote Sensing,BioInfo Publications,0.0,Other,No Url
3360,2233-8268,Asia Pacific Allergy,"Asia Pacific Association of Allergy, Asthma and Clinical Immunology",0.0,Medicine,http://www.apallergy.org
3361,0033-2674,Psychiatria Polska,Other,0.0,Other,No Url
3362,1980-7651,Circumscribere: International Journal for the History of Science,PontifÔŅĹcia Universidade CatÔŅĹlica de SÔŅĹo Paulo ,0.0,Philosophy. Psychology. Religion,http://revistas.pucsp.br/circumhc
3363,1179-2787,Open Access Insect Physiology,Dove Medical Press Ltd,0.0,Other,No Url
3364,2034-8800,EAI Endorsed Transactions on Serious Games,"The Institute for Computer Sciences, Social Informatics and Telecommunications Engineering ",0.0,Education,http://eai.eu/transaction/serious-games
3365,1573-6903,Neurochemical Research,Springer,1.0,Other,No Url
3366,1612-9830,Journal of Agriculture and Rural Development in the Tropics and Subtropics,Kassel Univ Press Gmbh,0.0,Other,No Url
3367,2348-926X,Journal of Neuroanaesthesiology and Critical Care,Wolters Kluwer Medknow Publications,0.0,Medicine,http://www.jnaccjournal.org/
3368,1741-0444,Medical & Biological Engineering & Computing,Springer,1.0,Other,No Url
3369,2215-0013,Schizophrenia Research: Cognition,Elsevier,0.0,Medicine,http://www.journals.elsevier.com/schizophrenia-research-cognition/
3370,1102-1113,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
3371,2340-9592,Age of Human Rights Journal,Universidad de JaÔŅĹn,0.0,Law,http://revistaselectronicas.ujaen.es/index.php/TAHRJ
3372,1911-4788,Studies in Social Justice,Brock University,0.0,Social Sciences,http://ojs.uwindsor.ca/ojs/leddy/public/journals/7/index.html
3373,1723-2007,Blood Transfusion,Self Owned - Non-Profit Society,0.0,MEDICINE,No Url
3376,1880-5086,Journal of Clinical Biochemistry and Nutrition,Inst Applied Biochemistry,0.0,Other,No Url
3377,0976-8815,Journal of Statistics and Mathematics,BioInfo Publications,0.0,Other,No Url
3378,1337-947X,EkolÔŅĹgia (Bratislava),De Gruyter Open,0.0,Science,http://www.degruyter.com/view/j/eko
3381,2167-1575,Scientific Journal of Physical Science,American V-King Scientific Publishing,0.0,Other,No Url
3382,2410-1869,International Journal of Membrane Science and Technology,Cosmos Scholars Publishing House,0.0,Other,No Url
3383,1939-795X,International Journal of Exercise Science,Berkeley Electronic Press,0.0,Geography. Anthropology. Recreation,http://www.intjexersci.com
3385,2442-8728,Historia: Jurnal Pendidikan Sejarah FKIP UM Metro,Unit Publikasi Ilmiah,0.0,Education,http://www.fkip.ummetro.ac.id/journal/index.php/sejarah/index
3386,2007-2678,Virtualis,Instituto TecnolÔŅĹgico y de Estudios Superiores de Monterrey,0.0,Language and Literature,http://aplicaciones.ccm.itesm.mx/virtualis/index.php/virtualis
3387,4708-4857,Indian Journal of Natural Sciences,Other,0.0,Other,No Url
3388,2407-8786,Jurnal Psikologi,Universitas Islam Negeri,0.0,Philosophy. Psychology. Religion,http://ejournal.uin-suska.ac.id/index.php/psikologi/
3389,0974-7559,Indian Pediatrics,Springer,0.0,Other,No Url
3390,2066-7760,Acta Universitatis Sapientiae: Informatica,De Gruyter Open,0.0,Science,http://www.degruyter.com/view/j/ausi
3391,1992-1454,Asian Journal of Scientific Research,Asian Network for Scientific Information (ansinet),0.0,Other,No Url
3392,1573-1855,Learning Environments Research,Springer,1.0,Other,No Url
3393,2075-163X,Minerals,Other,0.0,Other,No Url
3395,1729-0376,Sahara J-Journal of Social Aspects of HIV-AIDS,Other,0.0,Other,No Url
3396,2073-4441,Water,MDPI,0.0,Other,No Url
3401,1920-602X,MÔŅĹmoires Du Livre / Studies in Book Culture,Groupe de recherches et d'ÔŅĹtudes sur le livre au QuÔŅĹbec,0.0,Fine Arts,http://memoires.erudit.org/?lang=en
3402,1916-4742,English Language Teaching,Canadian Center of Science and Education,0.0,Other,No Url
3403,1725-3497,International Journal of Soil Science and Agronomy,Advanced Scholars Journals,0.0,Other,No Url
3404,2395-9169,Estudios Sociales,Centro de InvestigaciÔŅĹn en AlimentaciÔŅĹn y Desarrollo,0.0,Technology,http://www.ciad.mx/estudiosociales/index.php/es/index
3405,0100-6916,Engenharia Agricola,Other,0.0,Other,No Url
3406,2307-4450,Nang Yan Business Journal,De Gruyter Open,0.0,Social Sciences,http://www.degruyter.com/view/j/nybj
3407,2381-3717,Journal of Public and Nonprofit Affairs,Midwest Public Affairs Conference,0.0,Political science,http://www.jpna.org
3408,No Url,No Url,No Url,No Url,No Url,No Url
3409,1816-1561,Research Journal of Agriculture and Biological Sciences,AENSIÔŅĹ(American-Eurasian Network for Scientific Information),0.0,Other,No Url
3410,2449-8637,Zapiski Historyczne,Towarzystwo Naukowe w Toruniu,0.0,History (General) and history of Europe,http://www.zapiskihistoryczne.pl
3411,2251-788X,Journal of Nanostructures,"Nanoscience and Nanotechnology Research Center, University of Kashan",0.0,Technology,http://jns.kashanu.ac.ir
3412,1573-2851,Journal of Family Violence,Springer,1.0,Other,No Url
3413,0975-1009,Indian Journal of Experimental Biology,Natl Inst Science Communication,0.0,Other,No Url
3414,2334-2412,Journal of Agriculture and Environmental Sciences,American Research Institute for Policy Development,0.0,Other,No Url
3415,1864-7790,Aquatic Biology,Inter-Research,0.0,Science,No Url
3416,2213-3054,Anthropocene,Elsevier,1.0,Other,No Url
3417,2374-2720,Journal of Chemistry and BiochemistryÔŅĹ,American Research Institute for Policy Development,0.0,Other,No Url
3418,2146-4553,International Journal of Energy Economics and Policy,Econjournals,0.0,Other,No Url
3419,2096-0662,Computational Visual Media,Springer,0.0,Science,http://www.springer.com/41095
3420,1795-1895,Agricultural and Food Science,The Scientific Agricultural Society of Finland ,0.0,Agriculture,http://ojs.tsv.fi/index.php/AFS/index
3421,2345-6892,Reviews in Clinical Medicine,Mashhad University of Medical Sciences,0.0,Medicine,http://rcm.mums.ac.ir/
3422,2318-8790,Journal of Biochemistry Education,"Sociedade Brasileira de BioquÔŅĹmica e Biologia Molecular, SBBq",0.0,Education,http://www.bioquimica.org.br
3424,2193-3081,Web Ecology,Other,0.0,Other,No Url
3425,0028-3908,Neuropharmacology,Elsevier,1.0,Neuroscience,No Url
3426,1331-8004,Zbornik Radova Ekonomskog Fakulteta U Rijeci-Proceedings of Rijeka Faculty of Economics,Other,0.0,Other,No Url
3427,1573-711X,Quantitative Marketing and Economics,Springer,1.0,Other,No Url
3428,2177-2886,Revista Latino-Americana De Geografia E GÔŅĹnero,Universidade Estadual de Ponta Grossa,0.0,Geography. Anthropology. Recreation,http://www.revistas2.uepg.br/index.php/rlagg
3429,2455-7617,Journal of Surgery and Operative Care (JSOC),Annex Publishers,0.0,Other,No Url
3430,2214-7160,Operations Research Perspectives,Elsevier,0.0,Science,http://www.journals.elsevier.com/operations-research-perspectives/
3431,1573-269X,Nonlinear Dynamics,Springer,1.0,Other,No Url
3433,1688-9584,Memoria De Trabajos De DifusiÔŅĹn CientÔŅĹfica Y TÔŅĹcnica,Universidad de Montevideo,0.0,Technology,http://www2.um.edu.uy/ingenieria/revista/
3435,2231-3516,International Journal of Zoology Research,BioInfo Publications,0.0,Other,No Url
3437,2338-2732,Acta Medica Indonesiana,Interna Publishing,0.0,Medicine,http://www.inaactamedica.org/index.asp
3438,2314-6931,Journal of Nanoscience,Hindawi Publishing Corporation,0.0,Technology,https://www.hindawi.com/journals/jns/
3439,0717-6287,Biological Research,Chilean Biology Society,0.0,Other,No Url
3441,1534-6250,Current Treatment Options in Infectious Diseases,Springer,1.0,Other,No Url
3443,1677-6976,Caderno Virtual De Turismo,Universidade Federal do Rio de Janeiro,0.0,Social Sciences,http://www.ivt.coppe.ufrj.br/caderno/index.php/caderno
3444,1882-1006,Journal of the Food Hygienic Society of Japan,Japanese Society for Food Hygiene and Safety,0.0,Other,No Url
3445,1179-1519,Open Access Journal of Clinical Trials,Dove Medical Press,0.0,Medicine,http://www.dovepress.com/open-access-journal-of-clinical-trials-journal
3446,2318-3233,Revista Metropolitana De Sustentabilidade,Faculdades Metropolitanas Unidas,0.0,Geography. Anthropology. Recreation,http://www.revistaseletronicas.fmu.br/index.php/rms/index
3447,1785-8860,Acta Polytechnica Hungarica,Other,0.0,Other,No Url
3448,2286-1580,Scientific Papers: Series B. Horticulture,University of Agronomic Sciences and Veterinary Medicine of Bucharest,0.0,Agriculture,http://horticulturejournal.usamv.ro/
3449,2155-7470,Journal of Integrated Pest Management,Oxford University Press,0.0,Agriculture | Medicine,http://jipm.oxfordjournals.org/ 
3450,2344-4940,Revista De Administratie Publica Si Politici Sociale,Vasile Goldis Western University of Arad,0.0,Political science,http://www.uvvg.ro/revad/
3451,0005-1098,Automatica,Elsevier,0.0,ROBOTICS,No Url
3453,2455-5274,Academia Anatomica International  ,Society for Health Care & Research Development,0.0,Medicine | Science,http://aijournals.com/journals/aanat/
3454,2090-1275,Anemia,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/anemia/
3455,2492-7503,Mondes Du Tourisme,ÔŅĹditions Touristiques EuropÔŅĹennes,0.0,Geography. Anthropology. Recreation,http://tourisme.revues.org
3458,1610-739X,Journal of General Plant Pathology,Springer,1.0,Other,No Url
3459,1664-8021,Frontiers in Genetics,Frontiers Media S.A.,0.0,Science,No Url
3460,1476-7120,Cardiovascular Ultrasound,Biomed Central,0.0,MEDICINE,No Url
3461,2238-8869,"Fronteiras: Journal of Social, Technological and Environmental Science",Centro UniversitÔŅĹrio de AnÔŅĹpolis,0.0,Geography. Anthropology. Recreation,http://revistas.unievangelica.edu.br/index.php/fronteiras
3463,2378-9018,ÔŅĹAmerican Research Journal of Agriculture,American Research Journals,0.0,Other,No Url
3464,2374-5738,Advances in Sociology,American V-King Scientific Publishing,0.0,Other,No Url
3466,1472-6904,Bmc Clinical Pharmacology,Biomed Central Ltd,0.0,Other,No Url
3467,1755-8794,BMC Medical Genomics,Biomed Central,0.0,MOLECULAR AND CELL BIOLOGY,No Url
3468,1863-8163,Asta Wirtschafts- Und Sozialstatistisches Archiv,Springer,1.0,Other,No Url
3469,1802-2170,Ergo,De Gruyter Open,0.0,Technology,http://www.degruyter.com/view/j/ergo
3472,1868-2510,Ceas Space Journal,Springer,1.0,Other,No Url
3473,1509-8117,Polish Journal of Chemical Technology,Other,0.0,Other,No Url
3474,2224-0012,Per Linguam : A Journal of Language Learning,Stellenbosch University,0.0,Language and Literature,http://perlinguam.journals.ac.za
3475,2540-8232,Jurnal Studi Agama Dan Masyarakat,LP2M IAIN Palangka Raya,0.0,Philosophy. Psychology. Religion,http://e-journal.iain-palangkaraya.ac.id/index.php/jsam
3476,1825-411X,Storicamente,BraDypUS,0.0,History (General) and history of Europe,http://www.storicamente.org/
3477,1925-430X,Journal of Molecular Biology Research,Canadian Center of Science and Education,0.0,Other,No Url
3478,2069-9387,Postmodern Openings,Lumen,0.0,Social Sciences,http://postmodernopenings.com/
3479,2279-7084,Journal of Entomological and Acarological Research,PAGEPress Publications,0.0,Science,http://www.jear.it
3480,2410-8537,South Asian Journal of Management Sciences,Iqra University ,0.0,Social Sciences,http://www.iurc.edu.pk/sajms/
3481,2277-9655,International Journal of Engineering Sciences & Research Technology,Other,0.0,Other,No Url
3482,2090-9845,Journal of Discrete Mathematics,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/jdm/
3484,1229-5949,Bulletin of the Korean Chemical Society,Korean Chemical Soc,0.0,Other,No Url
3486,2372-4811,International Journal of Physics and AstronomyÔŅĹ,American Research Institute for Policy Development,0.0,Other,No Url
3487,1676-5680,Genetics and Molecular Research,Self Owned - Non-Profit Society,0.0,Molecular and Cell Biology,No Url
3488,2348-9782,Journal of Pharmaceutics and Drug Development (JPDD),Annex Publishers,0.0,Other,No Url
3489,2314-579X,International Journal of Palliative Care,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/ijpc/
3490,2394-2061,Open Journal of Psychiatry and Allied Sciences,Academy Publisher,0.0,Medicine,http://www.ojpas.org
3491,1874-0707,The Open Biotechnology Journal,Bentham Open,0.0,Other,No Url
3492,1471-2318,BMC Geriatrics,BMC-Springer,0.0,MEDICINE,No Url
3493,2318-9150,Revista GestÔŅĹo E Desenvolvimento Em Contexto,Universidade de Cruz Alta,0.0,General Works,http://revistaeletronica.unicruz.edu.br/index.php/GEDECON
3494,0022-1333,Journal of Genetics,Springer,0.0,Molecular and Cell Biology,No Url
3495,1863-9038,Era Forum,Springer,1.0,Other,No Url
3496,1687-0425,International Journal of Mathematics and Mathematical Sciences,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/ijmms/
3497,1471-2431,BMC Pediatrics,Biomed Central,0.0,MEDICINE,No Url
3498,2357-4720,Historia Y Sociedad,"Universidad Nacional de Colombia, sede MedellÔŅĹn",0.0,General Works,http://revistas.unal.edu.co/index.php/hisysoc/index
3500,2214-1421,China Journal of Accounting Research,Elsevier,0.0,Social Sciences,http://www.journals.elsevier.com/china-journal-of-accounting-research/
3502,1314-2003,PhytoKeys,Pensoft Publishers,0.0,Science,http://phytokeys.pensoft.net/
3503,2174-0550,ClÔŅĹnica Y Salud. InvestigaciÔŅĹn EmpÔŅĹrica en PsicologÔŅĹA,Elsevier,0.0,Philosophy. Psychology. Religion,http://www.elsevier.es/clysa
